date,cell,element,type,censored,value,treatment,si,tmp,ph,mnfe,phase,number_of_changes,total_changes
2021-11-10T00:00:00Z,1,208Pb,total,none,208.31784047647176,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,1,27Al,total,none,20.338302934979943,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,1,31P,total,none,675.0457783362888,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,1,55Mn,total,none,2.772955159174673,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,1,56Fe,total,left,-1.083468357194319,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,2,208Pb,total,none,70.80337962345347,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,2,27Al,total,none,31.252084519537323,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,2,31P,total,left,301.67533822799146,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,2,55Mn,total,none,0.8642066479754998,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,2,56Fe,total,left,0.3299046718904769,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,3,208Pb,total,none,61.36305280429468,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,3,27Al,total,none,45.9276667008596,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,3,31P,total,none,620.3416621876427,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,3,55Mn,total,none,1.2473326738198247,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,3,56Fe,total,left,0.5029915679198803,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,4,208Pb,total,none,58.14611570661532,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,4,27Al,total,none,86.65932427211169,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,4,31P,total,none,547.7187777932729,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,4,55Mn,total,none,1.1908926852973298,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,4,56Fe,total,left,1.273029255575853,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,5,208Pb,total,none,862.6119481614348,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,5,27Al,total,none,68.61519501666183,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,5,31P,total,none,641.4297427796632,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,5,55Mn,total,none,3.9033999368284937,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,5,56Fe,total,none,8.070994702431433,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,6,208Pb,total,none,240.13687441725648,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,6,27Al,total,none,60.35636690520285,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,6,31P,total,none,687.3226250210704,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,6,55Mn,total,none,3.319916108079319,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,6,56Fe,total,none,4.9733924488607855,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,7,208Pb,total,none,537.2270747843652,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,7,27Al,total,none,55.34137746225141,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,7,31P,total,none,736.0801355168154,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,7,55Mn,total,none,4.221285400714077,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,7,56Fe,total,none,3.7733759233669097,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,8,208Pb,total,none,186.6366998655847,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,8,27Al,total,none,52.28791062014895,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,8,31P,total,none,629.1679752730389,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,8,55Mn,total,none,2.4648924369572907,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,8,56Fe,total,none,2.20153842108068,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,9,208Pb,total,none,162.4550097848485,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,9,27Al,total,none,53.62950799993419,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,9,31P,total,none,647.1768595868843,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,9,55Mn,total,none,3.2685856881154334,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,9,56Fe,total,left,1.9129623216591984,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,10,208Pb,total,none,409.94721362250175,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,10,27Al,total,none,67.8048053526562,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,10,31P,total,none,574.9895883999674,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,10,55Mn,total,none,2.8280205329761188,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,10,56Fe,total,left,1.252159874692227,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,11,208Pb,total,none,199.67543305750155,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,11,27Al,total,none,76.13140002409308,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,11,31P,total,none,583.3772545071616,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,11,55Mn,total,none,2.141684976633748,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,11,56Fe,total,none,4.000175229274199,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,12,208Pb,total,none,183.9208711356724,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,12,27Al,total,none,50.332110617190246,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,12,31P,total,none,613.3226414338021,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,12,55Mn,total,none,2.3862209409399284,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,12,56Fe,total,left,1.103925237209597,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,13,208Pb,total,none,92.32243647545224,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,13,27Al,total,none,53.45072724957032,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,13,31P,total,none,715.5086677191691,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,13,55Mn,total,none,2.785931906278008,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,13,56Fe,total,left,1.2993644195524818,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,14,208Pb,total,none,414.2413966817669,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,14,27Al,total,none,82.21925519652083,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,14,31P,total,none,738.35890024877,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,14,55Mn,total,none,4.759721455679484,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,14,56Fe,total,left,199.65365986581136,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,15,208Pb,total,none,64.9591041170871,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,15,27Al,total,none,50.589283538090775,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,15,31P,total,none,560.2617541842126,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,15,55Mn,total,none,1.6542968911464393,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,15,56Fe,total,none,2.942453947662075,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,16,208Pb,total,none,427.442977498205,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,16,27Al,total,none,47.54118526588847,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,16,31P,total,none,640.0589366147501,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,16,55Mn,total,none,3.376781131445039,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,16,56Fe,total,left,0.9388989868830532,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,17,208Pb,total,none,434.1905180785981,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,17,27Al,total,none,50.97815179210125,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,17,31P,total,none,626.1851664164988,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,17,55Mn,total,none,3.740795272008364,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,17,56Fe,total,left,1.709267918530183,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,18,208Pb,total,none,392.7286881871798,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,18,27Al,total,none,49.4124349735694,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,18,31P,total,none,671.5200101813699,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,18,55Mn,total,none,2.929362155679359,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,18,56Fe,total,none,2.16976274240762,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,19,208Pb,total,none,473.2442358257705,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,19,27Al,total,none,56.818148121456026,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,19,31P,total,none,644.8009658220309,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,19,55Mn,total,none,3.907698262021433,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,19,56Fe,total,left,1.73434549439666,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,20,208Pb,total,none,269.1744925357217,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,20,27Al,total,none,58.0221861680855,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,20,31P,total,none,675.9011454553621,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,20,55Mn,total,none,2.6469012301464434,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,20,56Fe,total,none,3.789118567193369,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,21,208Pb,total,none,353.1909835729344,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,21,27Al,total,none,50.53056684219937,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,21,31P,total,none,693.4397334667584,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,21,55Mn,total,none,4.056730949412188,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,21,56Fe,total,left,1.9368181884026947,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,22,208Pb,total,none,301.4465071575216,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,22,27Al,total,none,50.54266307840607,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,22,31P,total,none,698.048469929441,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,22,55Mn,total,none,3.757121675008504,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,22,56Fe,total,left,1.6450739545975284,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,23,208Pb,total,none,285.46846799580686,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,23,27Al,total,none,64.91409856266846,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,23,31P,total,none,670.4745819978612,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,23,55Mn,total,none,2.481994372494368,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,23,56Fe,total,left,12.113410783146144,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,24,208Pb,total,none,114.46445988120519,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,24,27Al,total,none,47.69811903983995,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,24,31P,total,none,670.1382586345933,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,24,55Mn,total,none,2.0168720590699114,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,24,56Fe,total,left,5.42402178483162,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,25,208Pb,total,none,184.9046188327929,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,25,27Al,total,none,49.80447760749456,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,25,31P,total,none,665.4227897975811,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,25,55Mn,total,none,3.4360784357286183,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,25,56Fe,total,left,1.08723192005688,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,26,208Pb,total,none,216.8948565143525,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,26,27Al,total,none,49.62495822357639,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,26,31P,total,none,651.6895141901995,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,26,55Mn,total,none,1.7569400915092264,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,26,56Fe,total,none,2.134660603500304,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,27,208Pb,total,none,147.86667191126156,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,27,27Al,total,none,59.58936599336336,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,27,31P,total,none,756.4016059985967,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,27,55Mn,total,none,2.356096343990503,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,27,56Fe,total,none,2.6479389281465457,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,29,208Pb,total,none,392.88460634656286,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,29,27Al,total,none,56.97751442599699,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,29,31P,total,none,678.6605236298003,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,29,55Mn,total,none,3.036158534927321,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,29,56Fe,total,none,3.342464541619303,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,30,208Pb,total,none,248.2815430934992,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,30,27Al,total,none,55.08127696378234,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,30,31P,total,none,700.2100778389714,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,30,55Mn,total,none,2.829992900058164,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,30,56Fe,total,left,1.8770496930099765,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,31,208Pb,total,none,479.7148849729653,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,31,27Al,total,none,53.48451011414538,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,31,31P,total,none,716.0216050533384,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,31,55Mn,total,none,3.6993566904275528,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,31,56Fe,total,left,1.2582878292400812,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,32,208Pb,total,none,192.0920850459096,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,32,27Al,total,none,48.30388731956317,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,32,31P,total,none,699.0287800742019,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,32,55Mn,total,none,2.951953913271598,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,32,56Fe,total,left,1.1392966677628562,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,33,208Pb,total,none,112.18762875732446,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,33,27Al,total,none,51.002698778471085,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,33,31P,total,none,711.6222733812764,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,33,55Mn,total,none,2.6488230783817923,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,33,56Fe,total,none,2.6967454403301825,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,34,208Pb,total,none,128.25900481327764,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,34,27Al,total,none,54.73578983984984,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,34,31P,total,none,703.1744583555247,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,34,55Mn,total,none,2.911726501938604,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,34,56Fe,total,none,4.5937779436399016,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,35,208Pb,total,none,115.09151118068846,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,35,27Al,total,none,60.82586971832488,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,35,31P,total,none,674.940553799226,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,35,55Mn,total,none,2.3649889577561245,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,35,56Fe,total,none,9.940824160324087,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,36,208Pb,total,none,202.1430308521404,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,36,27Al,total,none,59.3670628083276,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,36,31P,total,none,717.378176912739,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,36,55Mn,total,none,2.81358156349836,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,36,56Fe,total,left,1.3403088801761578,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,37,208Pb,total,none,289.573799954086,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,37,27Al,total,none,48.532957446819694,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,37,31P,total,none,575.0892379109179,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,37,55Mn,total,none,1.699739912951659,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,37,56Fe,total,left,1.7032932022797442,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,38,208Pb,total,none,498.8960678674232,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,38,27Al,total,none,50.89797338146151,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,38,31P,total,none,607.3710139226209,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,38,55Mn,total,none,2.4552743900298943,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,38,56Fe,total,none,2.538357418019413,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,39,208Pb,total,none,320.6838948796083,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,39,27Al,total,none,52.33907953051248,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,39,31P,total,none,633.0287800881767,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,39,55Mn,total,none,2.028852943471438,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,39,56Fe,total,none,5.073060719803571,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,40,208Pb,total,none,183.1879121105848,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,40,27Al,total,none,79.45168626260703,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,40,31P,total,none,681.6896800183167,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,40,55Mn,total,none,2.2127720031209943,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,40,56Fe,total,none,26.77544943726635,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,41,208Pb,total,none,118.54653883334592,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,41,27Al,total,none,45.078025692856826,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,41,31P,total,none,591.5376683661359,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,41,55Mn,total,none,1.6612140556576358,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,41,56Fe,total,left,1.0159003290812227,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,42,208Pb,total,none,53.44490297579125,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,42,27Al,total,none,49.134217872787566,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,42,31P,total,none,661.132830161926,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,42,55Mn,total,none,1.851205760870804,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,42,56Fe,total,none,4.311617269304831,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,43,208Pb,total,none,182.19220321653563,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,43,27Al,total,none,50.54781462789207,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,43,31P,total,none,648.4618208469194,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,43,55Mn,total,none,1.5222151201315632,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,43,56Fe,total,left,1.7061030162845707,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,44,208Pb,total,none,111.5507005391622,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,44,27Al,total,none,64.6834268678711,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,44,31P,total,none,687.5100481997558,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,44,55Mn,total,none,2.5337091628061987,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,44,56Fe,total,none,9.415132477671968,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,45,208Pb,total,none,356.8155493557971,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,45,27Al,total,none,88.99461189533893,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,45,31P,total,none,659.2931419148318,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,45,55Mn,total,none,2.7000937920410824,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,45,56Fe,total,none,50.183703225477664,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,46,208Pb,total,none,161.5357922053526,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,46,27Al,total,none,70.58248352026341,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,46,31P,total,none,681.0290434363617,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,46,55Mn,total,none,2.50532234832073,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,46,56Fe,total,none,2.519991782178625,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,47,208Pb,total,none,116.10168412764055,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,47,27Al,total,none,52.864325048239934,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,47,31P,total,none,687.3190915020064,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,47,55Mn,total,none,2.299486400661925,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,47,56Fe,total,left,1.3756244491906338,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,48,208Pb,total,none,129.16393381013737,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,48,27Al,total,none,29.713057224679677,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,48,31P,total,none,677.7204071817239,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,48,55Mn,total,none,1.7865543462899407,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,48,56Fe,total,left,-0.013470749502086377,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,49,208Pb,total,none,154.40761074744168,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,49,27Al,total,none,62.1519334802129,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,49,31P,total,none,589.4180261074835,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,49,55Mn,total,none,1.7692075387652475,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,49,56Fe,total,left,14.911888111066055,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,50,208Pb,total,none,170.74714143565237,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,50,27Al,total,none,46.94562216904082,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,50,31P,total,none,626.2511145711876,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,50,55Mn,total,none,1.6332128464427709,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,50,56Fe,total,left,0.78802817021847,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,51,208Pb,total,none,153.92911219592133,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,51,27Al,total,none,53.55301769018472,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,51,31P,total,none,602.0361997716482,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,51,55Mn,total,none,1.4771013827855304,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,51,56Fe,total,none,4.741735164502259,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,52,208Pb,total,none,386.3943124622391,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,52,27Al,total,none,88.91827261880687,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,52,31P,total,none,804.2561384304358,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,52,55Mn,total,none,3.109760972838714,0,-1,-1,-1,-1,1,1,19
2021-11-10T00:00:00Z,52,56Fe,total,none,44.12291457499228,0,-1,-1,-1,-1,1,1,19
2021-11-17T00:00:00Z,1,208Pb,total,none,242.22078491195305,0,-1,-1,-1,-1,1,1,23
2021-11-17T00:00:00Z,1,31P,total,none,562.8568927265529,0,-1,-1,-1,-1,1,1,23
2021-11-17T00:00:00Z,2,208Pb,total,none,391.2906385769519,0,-1,-1,-1,-1,1,1,23
2021-11-17T00:00:00Z,2,31P,total,none,581.9311268039617,0,-1,-1,-1,-1,1,1,23
2021-11-17T00:00:00Z,3,208Pb,total,none,206.8901931945485,0,-1,-1,-1,-1,1,1,23
